Loi,fos_codes
c:vabb:270448,5.6
c:vabb:270449,5.6
c:vabb:270454,5.6
c:vabb:270455,5.5
c:vabb:270456,5.5
c:vabb:270456,5.7
c:vabb:270457,5.7
c:vabb:270459,5.7
c:vabb:270460,5.7
c:vabb:270461,5.5
c:vabb:270462,5.7
c:vabb:270463,5.6
c:vabb:270465,5.2
c:vabb:270465,5.7
c:vabb:270469,5.6
c:vabb:270472,5.2
c:vabb:270479,5.6
c:vabb:270482,5.2
c:vabb:270486,5.6
c:vabb:270488,5.6
c:vabb:270489,5.6
c:vabb:270491,5.5
c:vabb:270512,3.2
c:vabb:270520,5.1
c:vabb:270521,3.1
c:vabb:270522,3.2
c:vabb:270524,1.6
c:vabb:270527,0
c:vabb:270528,3.1
c:vabb:270532,5.1
c:vabb:270533,3.1
c:vabb:270535,3.1
c:vabb:270537,1.6
c:vabb:270539,5.1
c:vabb:270544,5.3
c:vabb:270547,5.3
c:vabb:270549,5.3
c:vabb:270551,5.3
c:vabb:270552,5.3
c:vabb:270556,5.3
c:vabb:270558,5.3
c:vabb:270559,5.3
c:vabb:270562,5.3
c:vabb:270564,5.3
c:vabb:270567,5.3
c:vabb:270568,5.3
c:vabb:270570,5.3
c:vabb:270571,5.3
c:vabb:270573,5.3
c:vabb:270574,6.3.1
c:vabb:270577,5.3
c:vabb:270579,5.3
c:vabb:270580,5.3
c:vabb:270581,5.3
c:vabb:270582,5.3
c:vabb:270584,5.3
c:vabb:270596,5.6
c:vabb:270603,5.2
c:vabb:270610,5.4
c:vabb:270614,5.3
c:vabb:270617,6.1.1
c:vabb:270618,6.1.1
c:vabb:270620,6.1.1
c:vabb:270621,5.7
c:vabb:270621,5.4
c:vabb:270622,5.7
c:vabb:270622,5.4
c:vabb:270631,2.2
c:vabb:270631,5.1
c:vabb:270631,5.4
c:vabb:270632,5.2
c:vabb:270635,5.9
c:vabb:270638,5.7
c:vabb:270640,5.4
c:vabb:270641,5.4
c:vabb:270645,5.6
c:vabb:270651,1.1
c:vabb:270658,5.4
c:vabb:270659,5.6
c:vabb:270668,6.3.1
c:vabb:270681,5.6
c:vabb:270687,6.1.1
c:vabb:270689,5.4
c:vabb:270690,5.4
c:vabb:270693,5.4
c:vabb:270694,5.4
c:vabb:270695,5.7
c:vabb:270706,6.1.1
c:vabb:270710,3.3
c:vabb:270722,6.2.2
c:vabb:270723,5.4
c:vabb:270732,5.7
c:vabb:270749,5.4
c:vabb:270752,5.2
c:vabb:270753,5.2
c:vabb:270776,5.4
c:vabb:270779,5.4
c:vabb:270781,5.5
c:vabb:270782,5.4
c:vabb:270784,5.4
c:vabb:270853,6.3.1
c:vabb:270857,6.1.1
c:vabb:270858,6.3.1
c:vabb:270861,6.3.1
c:vabb:270862,6.2.1
c:vabb:270863,6.3.1
c:vabb:270865,6.3.1
c:vabb:270867,6.3.1
c:vabb:270870,6.3.1
c:vabb:270871,6.1.1
c:vabb:270871,6.2.2
c:vabb:270873,6.2.2
c:vabb:270885,6.3.1
c:vabb:270886,6.3.1
c:vabb:270889,6.2.2
c:vabb:270893,6.3.1
c:vabb:270896,6.2.2
c:vabb:270897,6.2.1
c:vabb:270898,6.2.2
c:vabb:270899,5.8
c:vabb:270900,6.2.2
c:vabb:270901,6.2.2
c:vabb:270904,6.2.2
c:vabb:270905,6.2.2
c:vabb:270906,6.2.2
c:vabb:270907,6.2.2
c:vabb:270911,6.2.2
c:vabb:270912,6.2.2
c:vabb:270923,6.2.2
c:vabb:270924,6.1.1
c:vabb:270931,5.2
c:vabb:270941,5.2
c:vabb:270942,5.2
c:vabb:270944,5.2
c:vabb:270948,5.1
c:vabb:270949,3.3
c:vabb:270949,6.1.1
c:vabb:270952,5.1
c:vabb:270959,5.1
c:vabb:270966,6.2.2
c:vabb:270972,6.2.2
c:vabb:270977,6.2.2
c:vabb:270979,6.1.1
c:vabb:270979,6.2.1
c:vabb:270980,6.5
c:vabb:270982,6.2.2
c:vabb:271005,6.2.1
c:vabb:271006,6.3.2
c:vabb:271008,6.1.1
c:vabb:271010,6.1.1
c:vabb:271012,6.3.2
c:vabb:271013,6.4
c:vabb:271020,3.3
c:vabb:271029,6.2.1
c:vabb:271029,6.2.2
c:vabb:271031,3.3
c:vabb:271033,5.6
c:vabb:271033,5.4
c:vabb:271042,6.3.2
c:vabb:271044,5.2
c:vabb:271050,3.3
c:vabb:271053,5.7
c:vabb:271061,6.5
c:vabb:271065,6.2.2
c:vabb:271066,6.2.2
c:vabb:271073,6.2.2
c:vabb:271079,5.8
c:vabb:271080,5.8
c:vabb:271081,5.8
c:vabb:271082,5.8
c:vabb:271083,5.8
c:vabb:271084,5.8
c:vabb:271085,6.2.2
c:vabb:271086,6.2.2
c:vabb:271087,6.4
c:vabb:271089,6.2.2
c:vabb:271103,6.2.2
c:vabb:271104,6.2.2
c:vabb:271126,6.4
c:vabb:271128,6.2.2
c:vabb:271132,5.5
c:vabb:271139,5.3
c:vabb:271140,5.3
c:vabb:271145,3.3
c:vabb:271148,3.2
c:vabb:271150,3.2
c:vabb:271150,3.3
c:vabb:271151,3.2
c:vabb:271196,4.4
c:vabb:271196,4.1
c:vabb:271196,1.6
c:vabb:271196,5.2
c:vabb:271200,4.5
c:vabb:271206,5.5
c:vabb:271208,4.5
c:vabb:271219,4.4
c:vabb:271219,1.6
c:vabb:271219,5.2
c:vabb:271219,2.8
c:vabb:271220,4.4
c:vabb:271220,1.6
c:vabb:271220,5.2
c:vabb:271220,2.8
c:vabb:271221,4.4
c:vabb:271221,4.1
c:vabb:271221,1.6
c:vabb:271221,2.7
c:vabb:271223,5.2
c:vabb:271223,5.7
c:vabb:271226,5.2
c:vabb:271227,5.2
c:vabb:271231,5.2
c:vabb:271232,1.5
c:vabb:271233,5.2
c:vabb:271238,5.2
c:vabb:271243,5.1
c:vabb:271248,5.1
c:vabb:271249,5.1
c:vabb:271250,5.1
c:vabb:271252,5.1
c:vabb:271254,5.1
c:vabb:271255,1.1
c:vabb:271259,5.1
c:vabb:271260,5.1
c:vabb:271263,5.1
c:vabb:271267,5.1
c:vabb:271268,1.6
c:vabb:271269,5.1
c:vabb:271270,1.4
c:vabb:271271,5.1
c:vabb:271276,1.1
c:vabb:271277,1.1
c:vabb:271278,5.1
c:vabb:271281,3.2
c:vabb:271286,5.1
c:vabb:271287,1.6
c:vabb:271292,5.1
c:vabb:271293,1.6
c:vabb:271295,5.1
c:vabb:271297,5.9
c:vabb:271298,5.1
c:vabb:271300,1.6
c:vabb:271303,5.5
c:vabb:271311,5.3
c:vabb:271312,5.3
c:vabb:271313,5.3
c:vabb:271314,5.1
c:vabb:271319,5.3
c:vabb:271319,3.3
c:vabb:271320,5.3
c:vabb:271322,5.1
c:vabb:271323,5.1
c:vabb:271324,5.1
c:vabb:271325,5.1
c:vabb:271326,5.1
c:vabb:271327,5.3
c:vabb:271327,1.1
c:vabb:271329,1.1
c:vabb:271331,5.3
c:vabb:271332,5.1
c:vabb:271334,5.1
c:vabb:271336,5.1
c:vabb:271338,5.1
c:vabb:271340,3.3
c:vabb:271340,5.1
c:vabb:271345,5.1
c:vabb:271350,5.3
c:vabb:271354,5.3
c:vabb:271355,5.3
c:vabb:271358,5.3
c:vabb:271360,5.4
c:vabb:271365,5.3
c:vabb:271365,6.3.1
c:vabb:271367,5.3
c:vabb:271368,5.3
c:vabb:271369,5.3
c:vabb:271370,5.3
c:vabb:271372,5.3
c:vabb:271373,5.3
c:vabb:271374,5.3
c:vabb:271376,5.3
c:vabb:271380,5.6
c:vabb:271380,5.4
c:vabb:271381,5.1
c:vabb:271383,5.5
c:vabb:271388,5.6
c:vabb:271388,5.4
c:vabb:271390,5.3
c:vabb:271397,5.6
c:vabb:271399,6.1.1
c:vabb:271403,1.5
c:vabb:271403,5.6
c:vabb:271403,5.7
c:vabb:271403,5.4
c:vabb:271404,5.6
c:vabb:271413,5.5
c:vabb:271414,5.2
c:vabb:271422,5.1
c:vabb:271428,6.2.1
c:vabb:271444,6.2.1
c:vabb:271445,5.2
c:vabb:271445,5.6
c:vabb:271450,1.2
c:vabb:271450,5.7
c:vabb:271453,5.6
c:vabb:271454,5.6
c:vabb:271456,5.6
c:vabb:271457,5.6
c:vabb:271459,5.6
c:vabb:271460,5.6
c:vabb:271468,5.6
c:vabb:271471,5.6
c:vabb:271476,5.6
c:vabb:271478,5.6
c:vabb:271479,5.6
c:vabb:271480,5.6
c:vabb:271488,5.6
c:vabb:271490,1.2
c:vabb:271497,5.8
c:vabb:271498,5.6
c:vabb:271500,5.6
c:vabb:271501,5.6
c:vabb:271503,5.6
c:vabb:271509,5.6
c:vabb:271511,5.6
c:vabb:271512,5.6
c:vabb:271514,5.6
c:vabb:271515,5.3
c:vabb:271519,5.3
c:vabb:271520,5.3
c:vabb:271521,5.3
c:vabb:271521,6.1.1
c:vabb:271523,5.3
c:vabb:271530,5.3
c:vabb:271538,6.3.2
c:vabb:271539,5.3
c:vabb:271549,5.5
c:vabb:271550,5.5
c:vabb:271555,5.5
c:vabb:271556,5.5
c:vabb:271557,5.5
c:vabb:271559,5.5
c:vabb:271560,5.5
c:vabb:271566,5.5
c:vabb:271567,5.5
c:vabb:271568,5.5
c:vabb:271569,5.5
c:vabb:271570,5.5
c:vabb:271574,5.5
c:vabb:271576,5.5
c:vabb:271582,5.2
c:vabb:271584,5.2
c:vabb:271587,1.1
c:vabb:271593,5.5
c:vabb:271594,1.6
c:vabb:271594,1.1
c:vabb:271595,0
c:vabb:271596,3.2
c:vabb:271597,3.2
c:vabb:271599,1.1
c:vabb:271601,3.2
c:vabb:271602,3.3
c:vabb:271605,3.2
c:vabb:271606,3.1
c:vabb:271608,4.3
c:vabb:271611,3.3
c:vabb:271612,3.2
c:vabb:271613,3.1
c:vabb:271614,1.1
c:vabb:271615,3.2
c:vabb:271616,5.1
c:vabb:271617,3.1
c:vabb:271617,3.2
c:vabb:271619,1.1
c:vabb:271620,3.2
c:vabb:271621,1.1
c:vabb:271623,3.2
c:vabb:271625,3.1
c:vabb:271627,1.6
c:vabb:271629,3.3
c:vabb:271632,3.1
c:vabb:271633,3.2
c:vabb:271634,3.3
c:vabb:271635,3.3
c:vabb:271636,3.2
c:vabb:271642,3.2
c:vabb:271644,1.1
c:vabb:271645,3.3
c:vabb:271648,3.1
c:vabb:271650,3.1
c:vabb:271653,5.1
c:vabb:271655,5.1
c:vabb:271667,5.1
c:vabb:271670,5.4
c:vabb:271675,6.3.1
c:vabb:271676,6.3.1
c:vabb:271677,3.1
c:vabb:271680,5.1
c:vabb:271688,5.1
c:vabb:271689,5.1
c:vabb:271691,3.2
c:vabb:271699,5.5
c:vabb:271700,3.3
c:vabb:271705,5.5
c:vabb:271710,5.5
c:vabb:271722,5.5
c:vabb:271723,5.5
c:vabb:271723,5.2
c:vabb:271731,5.5
c:vabb:271734,5.5
c:vabb:271735,3.2
c:vabb:271735,3.3
c:vabb:271739,5.2
c:vabb:271740,5.5
c:vabb:271743,5.1
c:vabb:271746,5.5
c:vabb:271751,3.3
c:vabb:271752,3.2
c:vabb:271760,3.2
c:vabb:271760,3.3
c:vabb:271763,3.2
c:vabb:271763,3.3
c:vabb:271767,3.5
c:vabb:271777,5.3
c:vabb:271794,5.3
c:vabb:271794,3.3
c:vabb:271795,3.3
c:vabb:271797,3.2
c:vabb:271802,3.5
c:vabb:271814,3.5
c:vabb:271815,3.3
c:vabb:271816,3.3
c:vabb:271821,3.2
c:vabb:271822,3.2
c:vabb:271825,3.3
c:vabb:271827,3.5
c:vabb:271833,3.5
c:vabb:271834,2.6
c:vabb:271835,3.1
c:vabb:271838,3.2
c:vabb:271840,3.1
c:vabb:271841,3.2
c:vabb:271844,3.2
c:vabb:271845,1.6
c:vabb:271848,3.2
c:vabb:271848,3.3
c:vabb:271849,3.3
c:vabb:271850,3.5
c:vabb:271851,3.5
c:vabb:271853,3.2
c:vabb:271856,3.3
c:vabb:271859,3.3
c:vabb:271865,3.3
c:vabb:271873,3.2
c:vabb:271877,6.3.1
c:vabb:271883,1.6
c:vabb:271884,5.2
c:vabb:271886,6.3.1
c:vabb:271887,6.2.2
c:vabb:271889,6.2.2
c:vabb:271891,6.2.2
c:vabb:271892,6.2.1
c:vabb:271893,6.2.2
c:vabb:271898,6.3.1
c:vabb:271899,6.2.2
c:vabb:271900,6.2.2
c:vabb:271902,5.1
c:vabb:271913,5.1
c:vabb:271922,6.4
c:vabb:271933,6.4
c:vabb:271936,6.4
c:vabb:271943,5.8
c:vabb:271951,6.5
c:vabb:271957,6.1.1
c:vabb:271966,6.1.2
c:vabb:271966,6.4
c:vabb:271980,5.8
c:vabb:271981,5.8
c:vabb:271982,6.5
c:vabb:272001,6.1.1
c:vabb:272004,3.3
c:vabb:272009,5.2
c:vabb:272015,6.1.1
c:vabb:272017,6.1.1
c:vabb:272023,5.3
c:vabb:272024,5.3
c:vabb:272035,1.4
c:vabb:272043,5.4
c:vabb:272046,5.4
c:vabb:272052,2.2
c:vabb:272052,5.8
c:vabb:272054,5.8
c:vabb:272056,5.8
c:vabb:272058,5.3
c:vabb:272062,5.8
c:vabb:272067,5.8
c:vabb:272070,1.2
c:vabb:272070,5.8
c:vabb:272075,5.4
c:vabb:272078,5.8
c:vabb:272081,5.8
c:vabb:272087,5.1
c:vabb:272098,1.5
c:vabb:272099,6.1.2
c:vabb:272102,5.4
c:vabb:272107,1.1
c:vabb:272110,0
c:vabb:272114,6.4
c:vabb:272116,6.1.2
c:vabb:272120,2.7
c:vabb:272163,6.1.2
c:vabb:272165,6.1.2
c:vabb:272165,6.1.1
c:vabb:272166,6.1.2
c:vabb:272167,6.1.2
c:vabb:272171,2.5
c:vabb:272182,6.1.2
c:vabb:272191,6.1.2
c:vabb:272196,3.2
c:vabb:272197,3.2
c:vabb:272199,3.3
c:vabb:272200,3.2
c:vabb:272200,3.3
c:vabb:272201,3.3
c:vabb:272203,3.2
c:vabb:272205,3.3
c:vabb:272208,3.3
c:vabb:272210,3.3
c:vabb:272212,3.2
c:vabb:272213,3.3
c:vabb:272214,3.2
c:vabb:272215,3.2
c:vabb:272216,3.2
c:vabb:272223,3.3
c:vabb:272224,3.2
c:vabb:272225,3.5
c:vabb:272226,3.2
c:vabb:272228,3.2
c:vabb:272231,3.2
c:vabb:272232,5.4
c:vabb:272233,3.2
c:vabb:272236,3.3
c:vabb:272239,3.3
c:vabb:272242,3.2
c:vabb:272243,3.5
c:vabb:272244,3.2
c:vabb:272250,3.2
c:vabb:272251,3.2
c:vabb:272254,3.5
c:vabb:272258,3.2
c:vabb:272260,3.2
c:vabb:272261,3.1
c:vabb:272261,3.2
c:vabb:272268,3.3
c:vabb:272269,3.2
c:vabb:272270,3.3
c:vabb:272271,3.2
c:vabb:272272,3.3
c:vabb:272273,3.3
c:vabb:272274,3.3
c:vabb:272276,5.4
c:vabb:272276,5.6
c:vabb:272282,3.5
c:vabb:272289,5.5
c:vabb:272307,5.5
c:vabb:272309,5.5
c:vabb:272311,5.6
c:vabb:272314,5.5
c:vabb:272338,5.5
c:vabb:272340,5.4
c:vabb:272344,2.2
c:vabb:272344,5.8
c:vabb:272345,3.2
c:vabb:272345,3.3
c:vabb:272346,3.2
c:vabb:272346,3.3
c:vabb:272347,3.2
c:vabb:272351,5.8
c:vabb:272358,3.1
c:vabb:272358,3.3
c:vabb:272361,3.3
c:vabb:272361,5.1
c:vabb:272362,3.3
c:vabb:272362,5.1
c:vabb:272363,3.2
c:vabb:272364,1.1
c:vabb:272365,5.1
c:vabb:272366,3.2
c:vabb:272367,1.1
c:vabb:272368,5.1
c:vabb:272371,5.1
c:vabb:272375,5.1
c:vabb:272379,6.2.1
c:vabb:272381,1.2
c:vabb:272382,5.3
c:vabb:272383,3.1
c:vabb:272385,5.3
c:vabb:272388,5.3
c:vabb:272388,1.1
c:vabb:272389,6.1.1
c:vabb:272390,6.1.1
c:vabb:272391,6.1.1
c:vabb:272392,6.1.1
c:vabb:272393,6.1.1
c:vabb:272394,6.2.2
c:vabb:272397,6.1.1
c:vabb:272398,6.1.1
c:vabb:272399,6.1.2
c:vabb:272400,6.5
c:vabb:272401,5.8
c:vabb:272402,6.1.1
c:vabb:272404,6.1.2
c:vabb:272405,6.1.2
c:vabb:272406,3.3
c:vabb:272406,6.1.1
c:vabb:272407,6.1.1
c:vabb:272408,3.2
c:vabb:272408,3.3
c:vabb:272409,3.5
c:vabb:272410,3.3
c:vabb:272421,5.2
c:vabb:272423,5.2
c:vabb:272480,5.5
c:vabb:272506,5.5
c:vabb:272512,3.1
c:vabb:272517,1.2
c:vabb:272518,5.8
c:vabb:272524,5.5
c:vabb:272536,5.5
c:vabb:272540,5.8
c:vabb:272541,5.5
c:vabb:272543,5.2
c:vabb:272543,5.8
c:vabb:272548,5.5
c:vabb:272556,5.5
c:vabb:272557,5.5
c:vabb:272562,5.8
c:vabb:272569,5.5
c:vabb:272572,5.8
c:vabb:272573,5.8
c:vabb:272574,5.8
c:vabb:272576,5.8
c:vabb:272578,6.3.1
c:vabb:272582,5.5
c:vabb:272583,5.6
c:vabb:272585,5.5
c:vabb:272587,5.5
c:vabb:272600,5.2
c:vabb:272602,6.3.1
c:vabb:272607,5.5
c:vabb:272609,5.5
c:vabb:272610,5.6
c:vabb:272618,5.3
c:vabb:272618,1.1
c:vabb:272626,5.3
c:vabb:272628,5.3
c:vabb:272632,5.3
c:vabb:272633,5.1
c:vabb:272634,5.1
c:vabb:272635,5.1
c:vabb:272636,5.1
c:vabb:272641,5.3
c:vabb:272642,5.3
c:vabb:272643,5.3
c:vabb:272647,5.3
c:vabb:272650,5.3
c:vabb:272655,6.3.1
c:vabb:272658,6.3.1
c:vabb:272660,5.5
c:vabb:272663,5.5
c:vabb:272669,5.5
c:vabb:272670,5.5
c:vabb:272687,6.3.1
c:vabb:272691,6.3.1
c:vabb:272693,3.1
c:vabb:272693,2.8
c:vabb:272693,2.9
c:vabb:272698,5.5
c:vabb:272708,5.5
c:vabb:272710,5.5
c:vabb:272742,5.5
c:vabb:272754,3.3
c:vabb:272755,3.3
c:vabb:272756,3.3
c:vabb:272760,5.7
c:vabb:272766,5.4
c:vabb:272772,2.7
c:vabb:272791,1.6
c:vabb:272792,0
c:vabb:272795,3.3
c:vabb:272797,3.3
c:vabb:272802,3.3
c:vabb:272803,1.6
c:vabb:272805,3.3
c:vabb:272814,1.5
c:vabb:272814,6.1.1
c:vabb:272818,3.3
c:vabb:272819,3.5
c:vabb:272821,3.2
c:vabb:272826,5.5
c:vabb:272829,3.3
c:vabb:272831,5.5
c:vabb:272837,5.4
c:vabb:272847,3.3
c:vabb:272848,1.6
c:vabb:272848,2.6
c:vabb:272849,1.6
c:vabb:272856,1.6
c:vabb:272864,3.5
c:vabb:272866,5.5
c:vabb:272868,5.5
c:vabb:272901,5.5
c:vabb:272902,5.5
c:vabb:272903,5.5
c:vabb:272904,5.5
c:vabb:272905,5.5
c:vabb:272908,5.2
c:vabb:272909,5.2
c:vabb:272911,5.2
c:vabb:272912,5.2
c:vabb:272915,5.2
c:vabb:272918,5.2
c:vabb:272921,3.2
c:vabb:272923,3.2
c:vabb:272924,3.2
c:vabb:272931,5.5
c:vabb:272938,5.5
c:vabb:272939,6.1.1
c:vabb:272940,6.1.1
c:vabb:272961,5.5
c:vabb:272962,5.5
c:vabb:272963,6.1.1
c:vabb:272964,5.5
c:vabb:272974,5.5
c:vabb:272976,6.2.2
c:vabb:272982,5.2
c:vabb:272991,5.2
c:vabb:272999,5.2
c:vabb:273002,5.1
c:vabb:273004,5.1
c:vabb:273020,5.1
c:vabb:273036,6.1.1
c:vabb:273040,6.1.1
c:vabb:273041,6.1.1
c:vabb:273042,5.2
c:vabb:273053,5.2
c:vabb:273054,5.2
c:vabb:273055,6.1.1
c:vabb:273064,6.1.1
c:vabb:273066,6.1.1
c:vabb:273069,6.1.1
c:vabb:273070,6.5
c:vabb:273070,5.9
c:vabb:273070,6.3.2
c:vabb:273081,6.5
c:vabb:273081,5.9
c:vabb:273081,6.3.2
c:vabb:273087,6.3.2
c:vabb:273087,6.1.1
c:vabb:273087,6.1.2
c:vabb:273088,6.1.1
c:vabb:273090,6.1.1
c:vabb:273092,6.1.1
c:vabb:273093,6.1.1
c:vabb:273098,6.1.1
c:vabb:273099,6.1.1
c:vabb:273102,6.1.1
c:vabb:273108,5.1
c:vabb:273110,6.2.1
c:vabb:273111,6.2.1
c:vabb:273113,5.2
c:vabb:273113,2.11
c:vabb:273118,5.2
c:vabb:273118,2.11
c:vabb:273122,5.2
c:vabb:273122,2.11
c:vabb:273125,5.3
c:vabb:273130,1.2
c:vabb:273130,5.2
c:vabb:273130,2.11
c:vabb:273132,1.2
c:vabb:273132,5.2
c:vabb:273132,2.11
c:vabb:273137,2.3
c:vabb:273139,3.2
c:vabb:273142,3.2
c:vabb:273143,5.1
c:vabb:273148,6.1.1
c:vabb:273149,5.6
c:vabb:273149,6.1.1
c:vabb:273150,5.6
c:vabb:273150,6.1.1
c:vabb:273162,5.8
c:vabb:273163,5.2
c:vabb:273164,5.2
c:vabb:273165,5.2
c:vabb:273166,5.2
c:vabb:273174,5.2
c:vabb:273180,5.8
c:vabb:273182,5.2
c:vabb:273185,5.2
c:vabb:273187,5.7
c:vabb:273191,5.2
c:vabb:273192,5.2
c:vabb:273194,5.2
c:vabb:273201,5.2
c:vabb:273203,5.2
c:vabb:273208,5.2
c:vabb:273210,5.8
c:vabb:273228,5.2
c:vabb:273237,5.8
c:vabb:273238,5.8
c:vabb:273240,1.2
c:vabb:273240,5.8
c:vabb:273241,5.8
c:vabb:273242,5.8
c:vabb:273243,5.8
c:vabb:273244,5.2
c:vabb:273245,5.5
c:vabb:273248,5.2
c:vabb:273249,5.8
c:vabb:273253,5.2
c:vabb:273260,5.8
c:vabb:273262,5.2
c:vabb:273272,5.8
c:vabb:273275,6.3.2
c:vabb:273276,6.3.2
c:vabb:273282,6.3.1
c:vabb:273284,5.4
c:vabb:273289,6.3.2
c:vabb:273290,6.3.2
c:vabb:273325,5.5
c:vabb:273344,5.2
c:vabb:273345,5.2
c:vabb:273345,5.7
c:vabb:273346,5.2
c:vabb:273346,5.7
c:vabb:273347,5.2
c:vabb:273347,5.7
c:vabb:273348,5.2
c:vabb:273348,5.7
c:vabb:273350,5.2
c:vabb:273352,5.2
c:vabb:273353,1.6
c:vabb:273356,5.2
c:vabb:273362,5.2
c:vabb:273367,5.2
c:vabb:273369,5.5
c:vabb:273371,5.2
c:vabb:273372,5.2
c:vabb:273375,5.2
c:vabb:273381,6.1.1
c:vabb:273382,6.1.1
c:vabb:273383,6.1.1
c:vabb:273388,6.1.1
c:vabb:273392,6.1.1
c:vabb:273393,3.5
c:vabb:273393,5.4
c:vabb:273399,6.1.1
c:vabb:273403,6.4
c:vabb:273412,5.3
c:vabb:273416,6.1.1
c:vabb:273417,6.1.1
c:vabb:273419,6.1.1
c:vabb:273420,6.3.2
c:vabb:273421,6.3.2
c:vabb:273423,6.2.2
c:vabb:273431,6.2.2
c:vabb:273433,6.2.2
c:vabb:273434,6.2.2
c:vabb:273435,6.2.2
c:vabb:273436,6.2.2
c:vabb:273437,6.2.2
c:vabb:273438,6.2.2
c:vabb:273442,6.2.2
c:vabb:273445,6.4
c:vabb:273446,6.4
c:vabb:273447,6.2.2
c:vabb:273450,6.2.2
c:vabb:273451,5.4
c:vabb:273454,6.2.1
c:vabb:273457,6.2.2
c:vabb:273472,6.2.2
c:vabb:273476,6.2.2
c:vabb:273481,6.2.2
c:vabb:273486,5.4
c:vabb:273490,6.2.1
c:vabb:273492,6.2.2
c:vabb:273493,6.2.2
c:vabb:273494,6.2.1
c:vabb:273494,5.8
c:vabb:273495,6.3.1
c:vabb:273496,6.3.1
c:vabb:273499,6.2.2
c:vabb:273501,6.2.2
c:vabb:273502,5.4
c:vabb:273503,6.2.2
c:vabb:273504,6.2.2
c:vabb:273505,6.2.2
c:vabb:273512,6.3.1
c:vabb:273513,6.3.2
c:vabb:273514,5.4
c:vabb:273515,6.3.1
c:vabb:273515,6.3.2
c:vabb:273516,6.3.2
c:vabb:273518,5.4
c:vabb:273519,6.3.2
c:vabb:273523,5.4
c:vabb:273524,6.3.2
c:vabb:273525,6.3.2
c:vabb:273526,6.3.2
c:vabb:273535,6.3.2
c:vabb:273537,6.3.2
c:vabb:273541,6.3.2
c:vabb:273542,6.3.2
c:vabb:273543,6.3.2
c:vabb:273544,6.3.2
c:vabb:273545,6.3.1
c:vabb:273551,6.3.2
c:vabb:273552,6.3.2
c:vabb:273557,6.3.2
c:vabb:273572,6.3.2
c:vabb:273578,6.3.1
c:vabb:273579,6.3.2
c:vabb:273582,6.3.2
c:vabb:273583,3.2
c:vabb:273585,3.1
c:vabb:273585,3.3
c:vabb:273585,5.1
c:vabb:273586,5.1
c:vabb:273587,5.1
c:vabb:273588,5.1
c:vabb:273593,5.1
c:vabb:273594,5.1
c:vabb:273595,5.1
c:vabb:273596,5.1
c:vabb:273597,5.1
c:vabb:273598,3.1
c:vabb:273599,3.2
c:vabb:273599,3.3
c:vabb:273603,5.1
c:vabb:273613,5.1
c:vabb:273617,5.1
c:vabb:273618,5.1
c:vabb:273619,5.2
c:vabb:273620,5.2
c:vabb:273621,5.2
c:vabb:273622,5.2
c:vabb:273625,5.2
c:vabb:273626,5.1
c:vabb:273628,5.1
c:vabb:273633,5.2
c:vabb:273637,5.1
c:vabb:273642,5.1
c:vabb:273643,5.1
c:vabb:273647,5.2
c:vabb:273654,5.1
c:vabb:273655,5.1
c:vabb:273657,5.2
c:vabb:273668,1.2
c:vabb:273680,5.2
c:vabb:273698,1.2
c:vabb:273701,1.2
c:vabb:273703,5.2
c:vabb:273710,5.2
c:vabb:273720,5.2
c:vabb:273721,2.11
c:vabb:273724,5.2
c:vabb:273733,1.2
c:vabb:273749,6.3.1
c:vabb:273750,6.3.1
c:vabb:273751,6.3.2
c:vabb:273753,6.3.1
c:vabb:273754,3.3
c:vabb:273755,3.3
c:vabb:273756,3.3
c:vabb:273758,3.3
c:vabb:273760,3.3
c:vabb:273761,3.3
c:vabb:273763,6.3.2
c:vabb:273764,5.7
c:vabb:273764,5.4
c:vabb:273766,3.2
c:vabb:273767,5.1
c:vabb:273771,3.2
c:vabb:273773,3.3
c:vabb:273780,3.2
c:vabb:273781,5.1
c:vabb:273799,5.1
c:vabb:273803,3.2
c:vabb:273804,3.1
c:vabb:273804,3.2
c:vabb:273805,5.1
c:vabb:273806,5.1
c:vabb:273808,3.2
c:vabb:273809,3.1
c:vabb:273809,3.2
c:vabb:273812,3.1
c:vabb:273812,3.2
c:vabb:273816,5.8
c:vabb:273821,5.8
c:vabb:273829,5.8
c:vabb:273868,6.2.1
c:vabb:273870,6.2.1
c:vabb:273871,6.2.1
c:vabb:273872,6.2.1
c:vabb:273873,6.2.2
c:vabb:273878,6.2.1
c:vabb:273883,6.2.1
c:vabb:273899,6.2.1
c:vabb:273906,6.3.2
c:vabb:273907,5.8
c:vabb:273908,6.3.1
c:vabb:273913,5.8
c:vabb:273915,6.3.2
c:vabb:273916,6.3.2
c:vabb:273917,6.3.2
c:vabb:273918,6.3.2
c:vabb:273920,6.3.1
c:vabb:273923,6.3.2
c:vabb:273925,6.3.2
c:vabb:273928,6.3.2
c:vabb:273930,6.3.2
c:vabb:273931,6.3.2
c:vabb:273935,6.3.2
c:vabb:273937,6.3.2
c:vabb:273938,6.3.2
c:vabb:273939,5.8
c:vabb:273941,6.3.2
c:vabb:273942,6.3.2
c:vabb:273946,6.3.2
c:vabb:273947,6.3.2
c:vabb:273948,6.1.1
c:vabb:273952,6.1.1
c:vabb:273956,6.3.2
c:vabb:273959,6.3.1
c:vabb:273963,6.3.2
c:vabb:273964,6.3.2
