ID,Name,Disciplines,Projects,Organisations,Publications,when_added
b58c9152-a36f-4757-8ee7-ae90493db105,Jami Young,[],[],[],"['1796b447-3a51-44eb-9441-2643ae8e86bd', 'e17fbbe0-1816-4f5f-a386-f6eaf028bfd3']",1
a1bf3602-24c3-4029-9142-f48adfbdbdee,Eva M. Martinez-Caceres,[],[],[],"['11d3b7b1-c7fb-406c-9cfb-bdd16c8752c2', '89773d77-753f-4bd5-ac92-85c5ca63d591']",1
73530486-661e-4b11-89c2-c5dca640b15e,Inge De Meyer,"['030501', '030502', '030503', '030504', '030505', '030506', '030507', '030508', '030509', '030510', '030599', '039999']",['ce034cdf-6125-4dfe-af18-f4468a81cffb'],['8e3f6e9d-4fbe-4f2b-8ba5-5077f41a47ca'],"['352cac63-6972-44a2-95ac-02b2457be1dc', '9d3cf4c5-0056-48c7-ae3d-849e697eea1c', 'da28d64e-756f-49ac-83f6-2666d1d9b08a', '34c3f49e-c721-4fac-a667-279a230a2409', '60a87884-5b66-4743-ae7f-2fd0aca09d08', 'aef5ee71-04e5-4f72-9725-bf46a794d12a', '8630c221-e964-4924-859e-356a1ccac150', '0222a5b5-33ee-492d-844c-2edc39ff94c2', 'c8367fef-4ef1-4ea2-9f93-7891e99f31b1', 'c25d2c8d-5bdb-4f11-83a7-6d712f401a69', 'f38881e5-27e7-405d-901e-061b4922821e', '76dcd0d4-048f-42de-9e51-566f0dd7211d', 'af6f9de4-dff8-4113-984f-e2e7cf275125', 'a91c75a8-c218-4c06-aff1-825580cf9c67', 'd02cf18c-b7fb-4a28-96db-812eba31d6e5']",1
86340013-072b-413f-88b7-70b69c0d9c88,Hans Koenen,[],[],[],"['1f6a7a9c-8ea2-4b55-b80d-5dd1f72cfdc0', 'b016c20e-2d82-4d04-bf52-ad32183423ad']",1
ce3321d9-1f35-40df-813c-c793be934973,Ivan Mervielde,[],[],[],"['0559f10e-ed44-4000-bcb1-d6e4774d45ef', '64d50f15-4fa1-4736-8a3e-c0de64f60b4d']",1
83d40401-d41a-43b7-8566-d52af73bb2d1,Elien Mabbe,[],[],[],"['386b83e1-a3ce-478d-b45d-a85bfbe5d79e', 'f7ddfe73-a0cc-422a-be14-57005e93a003']",1
217f1f89-27dd-4bbd-9329-06d462f47fa7,Mariette Huizinga,[],[],[],"['35d43b4f-12b1-47e3-a385-e3294dbc9e77', 'book-component:35d43b4f-12b1-47e3-a385-e3294dbc9e77']",1
38208451-696f-4a5b-a806-95eb83a9ec89,Eva Martinez-Caceres,[],[],[],"['9d3d5c16-02fc-46a7-8ba9-0f6329ee0626', 'b016c20e-2d82-4d04-bf52-ad32183423ad']",1
0ee7b39b-1e95-466e-b50f-e363e5f9cdc4,Karla Van Leeuwen,[],[],[],"['22404d9a-5d69-44f1-993b-928f344874be', 'book-component:22404d9a-5d69-44f1-993b-928f344874be']",1
94fb0d0a-7077-4f80-8945-fb55940826a4,Silvia Gregori,[],[],[],"['11d3b7b1-c7fb-406c-9cfb-bdd16c8752c2', '89773d77-753f-4bd5-ac92-85c5ca63d591']",1
2a31331d-dd38-40c7-a473-677169602645,M. Lenjou,[],[],[],"['76bb2936-80f4-4a5e-b76b-9b1a60cb26c9', 'c74fc761-1e88-4b37-ac00-caa25240ab75']",1
dd81826a-0248-4945-ae84-8a70cce286d9,PJ Carpentier,[],[],[],"['9668b6b4-b8da-4f6f-ae2b-4404e456a1fa', 'b5146693-9c7b-4ffc-a6c7-9f4d8d76d9ef']",1
f31e4084-b397-4729-828a-bb45dd2a46b0,Daniel SS Fung,[],[],[],"['a08b4c05-50d5-4813-8eda-fda0255fd9d5', '3a3d797c-2c3a-4052-918f-c1cd6deb6782']",1
5fef0fa6-33d0-4e04-bf20-7f5c0354c7f3,E Geangu,[],[],[],"['849da25d-d368-4740-8abc-a8977e615c4e', 'book-component:849da25d-d368-4740-8abc-a8977e615c4e']",1
